Date,Open,High,Low,Close,Adj Close,Volume
1962-02-01,0.0,8.554983139038086,7.696623802185059,8.4119234085083,0.8917103409767151,1227634
1962-03-01,0.0,8.726655006408691,8.32608699798584,8.469146728515625,0.9042466878890991,1302337
1962-04-01,0.0,8.583595275878906,7.496339797973633,7.496339797973633,0.8003808856010437,941038
1962-05-01,0.0,7.639400005340576,6.208800792694092,6.75242805480957,0.7209538221359253,2010957
1962-06-01,0.0,6.809651851654053,5.779621124267578,5.951292991638184,0.6407245397567749,1971638
1962-07-01,0.0,6.409083843231201,5.779621124267578,6.208800792694092,0.6684475541114807,1827031
1962-08-01,0.0,6.294637203216553,5.922680854797363,6.037128925323486,0.6499654054641724,1531701
1962-09-01,0.0,6.18018913269043,5.751008987426758,5.80823278427124,0.6315314173698425,1362629
1962-10-01,0.0,6.037128925323486,5.178769111633301,5.922680854797363,0.6439752578735352,1622574
1962-11-01,0.0,6.683187007904053,5.779621124267578,6.537265777587891,0.7107994556427002,1470041
1962-12-01,0.0,6.741556167602539,6.070319175720215,6.274608135223389,0.6887237429618835,1287512
1963-01-01,0.0,6.916660785675049,6.099503040313721,6.770740032196045,0.7431803941726685,1391590
1963-02-01,0.0,7.179318904876709,6.3037919998168945,6.420528888702393,0.7047397494316101,1268237
1963-03-01,0.0,7.208502769470215,6.274608135223389,7.120951175689697,0.7884763479232788,1417289
1963-04-01,0.0,7.587897777557373,7.120951175689697,7.5003461837768555,0.8304846286773682,1647296
1963-05-01,0.0,7.587897777557373,7.091765880584717,7.383608818054199,0.8175588846206665,1275517
1963-06-01,0.0,7.471160888671875,7.062582015991211,7.120951175689697,0.7951955199241638,942290
1963-07-01,0.0,7.120951175689697,6.595634937286377,6.683187007904053,0.7463101148605347,820644
1963-08-01,0.0,7.383608818054199,6.654003143310547,7.325240135192871,0.8180081844329834,966275
1963-09-01,0.0,8.463424682617188,7.325240135192871,8.1423978805542,0.9170405864715576,1720108
1963-10-01,0.0,8.40505599975586,7.733819007873535,7.9089250564575195,0.8907458782196045,1068216
1963-11-01,0.0,8.113213539123535,6.770740032196045,7.558713912963867,0.8513025045394897,957280
1963-12-01,0.0,7.763003826141357,7.296055793762207,7.5003461837768555,0.8512656092643738,995832
