Date,Open,High,Low,Close,Adj Close,Volume
1985-01-01,5.7916669845581055,6.4583330154418945,5.6354169845581055,6.34375,2.1126365661621094,41346000
1985-02-01,6.34375,6.5208330154418945,6.2083330154418945,6.3125,2.1022286415100098,15868800
1985-03-01,6.3020830154418945,6.40625,5.8333330154418945,5.8541669845581055,1.9660024642944336,26331600
1985-04-01,5.84375,6.03125,5.7083330154418945,5.7395830154418945,1.927521824836731,21951600
1985-05-01,5.7604169845581055,5.9479169845581055,5.5625,5.9166669845581055,1.9869930744171143,49117200
1985-06-01,5.9791669845581055,6.1145830154418945,5.7604169845581055,6.1145830154418945,2.073166847229004,36098400
1985-07-01,6.1145830154418945,6.3020830154418945,5.875,6.2395830154418945,2.1155471801757812,35571600
1985-08-01,6.25,6.2708330154418945,5.90625,5.9479169845581055,2.0166571140289307,24592800
1985-09-01,5.9583330154418945,5.96875,5.6666669845581055,5.75,1.9672207832336426,23434800
1985-10-01,5.75,5.90625,5.6041669845581055,5.7083330154418945,1.9529674053192139,33100800
1985-11-01,5.7083330154418945,6.3645830154418945,5.7083330154418945,6.3541669845581055,2.173921585083008,42571200
1985-12-01,6.34375,6.875,6.2291669845581055,6.7708330154418945,2.3384652137756348,41648400
1986-01-01,6.75,6.9479169845581055,6.5104169845581055,6.75,2.3312697410583496,38256000
1986-02-01,6.7708330154418945,7.4375,6.7604169845581055,7.3541669845581055,2.5399320125579834,34671600
1986-03-01,7.34375,7.6458330154418945,7.0520830154418945,7.6354169845581055,2.6589417457580566,37599600
1986-04-01,7.625,7.6666669845581055,7.25,7.4166669845581055,2.582765579223633,29468400
1986-05-01,7.4166669845581055,7.5729169845581055,6.90625,7.3229169845581055,2.550118923187256,37176000
1986-06-01,7.3229169845581055,7.4270830154418945,7.0416669845581055,7.25,2.545668363571167,36870000
1986-07-01,7.25,7.2916669845581055,6.5416669845581055,6.6770830154418945,2.344501256942749,40570800
1986-08-01,6.6666669845581055,7.3645830154418945,6.5833330154418945,7.3229169845581055,2.5712716579437256,31663200
1986-09-01,7.3229169845581055,7.34375,6.6145830154418945,6.7083330154418945,2.3747506141662598,33238800
1986-10-01,6.7291669845581055,6.9166669845581055,6.625,6.90625,2.444814682006836,27319200
1986-11-01,6.8958330154418945,7.3229169845581055,6.84375,7.3229169845581055,2.592315196990967,37203600
1986-12-01,7.3020830154418945,7.71875,6.9791669845581055,6.9791669845581055,2.491670846939087,53413200
1987-01-01,6.9583330154418945,8.708333015441895,6.9583330154418945,8.3125,2.967690944671631,65071200
1987-02-01,8.354166984558105,8.875,8.25,8.739583015441895,3.1201655864715576,48452400
1987-03-01,8.729166984558105,9.166666984558105,8.520833015441895,8.666666984558105,3.09413480758667,45982800
1987-04-01,8.625,9.1875,8.083333015441895,8.65625,3.090416193008423,49621200
1987-05-01,8.666666984558105,8.916666984558105,8.125,8.583333015441895,3.0643832683563232,38186400
1987-06-01,8.645833015441895,9.291666984558105,8.208333015441895,9.041666984558105,3.2505476474761963,40689600
1987-07-01,9.010416984558105,9.3125,8.96875,9.239583015441895,3.3216981887817383,28183200
1987-08-01,9.208333015441895,10.479166984558105,9.125,9.895833015441895,3.557624340057373,46017600
1987-09-01,9.927083015441895,10.34375,9.375,10.125,3.6621406078338623,39200400
1987-10-01,10.0625,10.34375,6.6875,7.5,2.7126963138580322,65391200
1987-11-01,7.4375,8.0625,6.84375,7.375,2.6674857139587402,38070800
1987-12-01,7.40625,8.8125,6.84375,8.65625,3.158010959625244,37984000
1988-01-01,8.6875,9.0,7.625,8.40625,3.0668046474456787,29502000
1988-02-01,8.46875,8.875,7.65625,8.59375,3.135209560394287,22648000
1988-03-01,8.5625,8.8125,7.59375,7.59375,2.7917778491973877,28814800
1988-04-01,7.59375,8.1875,7.15625,7.625,2.8032681941986084,34204800
1988-05-01,7.625,7.71875,7.03125,7.4375,2.7343339920043945,25107200
1988-06-01,7.53125,8.1875,7.46875,8.09375,3.0002918243408203,32624400
1988-07-01,8.15625,8.15625,7.21875,7.59375,2.8149468898773193,30953600
1988-08-01,7.5625,7.625,6.8125,7.1875,2.6643521785736084,49862000
1988-09-01,7.125,7.5625,7.03125,7.5,2.8051278591156006,24978800
1988-10-01,7.53125,7.8125,7.3125,7.65625,2.8635685443878174,25166400
1988-11-01,7.625,7.75,7.0625,7.53125,2.816817045211792,20569600
1988-12-01,7.46875,8.0,7.25,7.59375,2.867293357849121,27084400
1989-01-01,7.5625,8.21875,7.4375,8.1875,3.0914852619171143,36072800
1989-02-01,8.125,8.1875,7.375,7.46875,2.820094108581543,26684800
1989-03-01,7.5,7.6875,7.40625,7.6875,2.929147720336914,28732800
1989-04-01,7.59375,8.21875,7.53125,8.03125,3.060126781463623,25627600
1989-05-01,8.0,9.1875,7.96875,8.84375,3.3697094917297363,35116800
1989-06-01,8.90625,8.9375,8.34375,8.46875,3.2530391216278076,29744800
1989-07-01,8.5,9.15625,8.40625,9.15625,3.5171213150024414,26182800
1989-08-01,9.3125,9.5625,8.8125,9.25,3.5531322956085205,34186400
1989-09-01,9.25,9.5625,8.6875,8.9375,3.459818124771118,22583200
1989-10-01,8.90625,9.28125,8.4375,8.78125,3.399332284927368,33194800
1989-11-01,8.78125,9.71875,8.5,9.40625,3.64127779006958,22355600
1989-12-01,9.40625,9.96875,9.21875,9.75,3.8073177337646484,27047600
1990-01-01,9.8125,10.40625,9.375,9.5625,3.734100818634033,40632400
1990-02-01,9.53125,9.78125,9.125,9.6875,3.7829127311706543,26218000
1990-03-01,9.625,10.46875,9.59375,9.96875,3.9249556064605713,24658800
1990-04-01,9.90625,10.28125,9.5625,9.625,3.7896130084991455,22613600
1990-05-01,9.5625,10.625,9.5625,10.40625,4.097211837768555,28505200
1990-06-01,10.46875,10.78125,9.9375,10.25,4.067425727844238,22960800
1990-07-01,10.1875,11.09375,9.71875,10.15625,4.030223369598389,29252400
1990-08-01,10.21875,10.21875,8.0,8.5625,3.3977882862091064,52269200
1990-09-01,8.4375,8.5625,7.6875,8.0625,3.2279202938079834,26704400
1990-10-01,8.125,8.84375,8.03125,8.40625,3.3655431270599365,30526800
1990-11-01,8.40625,8.96875,8.3125,8.78125,3.539273262023926,27790400
1990-12-01,8.875,9.84375,8.6875,9.4375,3.840782403945923,23572800
1991-01-01,9.4375,10.78125,9.21875,10.78125,4.3876471519470215,37203600
1991-02-01,10.78125,11.28125,10.4375,10.875,4.425804615020752,33863200
1991-03-01,10.90625,11.28125,10.5625,11.09375,4.5495381355285645,25670000
1991-04-01,11.125,11.8125,10.9375,11.0,4.5110931396484375,22916000
1991-05-01,10.9375,12.5,10.84375,12.4375,5.100611209869385,20465600
1991-06-01,12.5,12.59375,11.5625,11.65625,4.8156352043151855,27097600
1991-07-01,11.6875,12.21875,11.4375,11.71875,4.841454029083252,24504400
1991-08-01,11.75,12.5625,11.1875,12.40625,5.125491619110107,24905200
1991-09-01,12.46875,12.53125,11.40625,12.15625,5.057430744171143,18947600
1991-10-01,12.15625,12.9375,11.34375,12.9375,5.382458686828613,21504400
1991-11-01,12.875,12.875,11.5625,11.78125,4.901418209075928,21214000
1991-12-01,11.65625,13.75,11.59375,13.75,5.762007713317871,24488400
1992-01-01,13.59375,14.5,13.1875,13.375,5.604861259460449,26423600
1992-02-01,13.375,14.03125,13.0,13.125,5.500099182128906,19574000
1992-03-01,13.0625,13.84375,12.78125,13.21875,5.5750017166137695,20373600
1992-04-01,13.21875,13.6875,12.375,13.15625,5.54864501953125,21280800
1992-05-01,13.0625,13.40625,12.125,12.6875,5.350950241088867,27679600
1992-06-01,12.59375,12.625,11.6875,12.1875,5.175876140594482,28736400
1992-07-01,12.25,12.9375,11.78125,12.875,5.467850685119629,26341600
1992-08-01,12.8125,12.84375,12.03125,12.46875,5.295321464538574,27210800
1992-09-01,12.46875,13.8125,12.4375,13.625,5.8276047706604,22999200
1992-10-01,13.6875,13.6875,12.625,13.03125,5.573652267456055,21728000
1992-11-01,13.0625,13.40625,12.5625,13.40625,5.734044075012207,21140000
1992-12-01,13.34375,13.9375,13.09375,13.75,5.922676086425781,28575600
1993-01-01,13.71875,13.96875,13.1875,13.625,5.86883020401001,20891200
1993-02-01,13.5625,14.78125,13.46875,14.53125,6.259188652038574,27566400
1993-03-01,14.53125,15.0,14.28125,14.53125,6.297779560089111,35321600
1993-04-01,14.5625,15.46875,14.21875,14.28125,6.1894307136535645,27017600
1993-05-01,14.3125,15.25,14.21875,15.09375,6.541571617126465,21137600
1993-06-01,15.03125,15.59375,14.5625,14.5625,6.3502349853515625,23569600
1993-07-01,14.625,14.8125,14.40625,14.5,6.3229804039001465,24336000
1993-08-01,14.5,15.3125,14.4375,15.3125,6.6772871017456055,22458400
1993-09-01,15.28125,15.3125,14.5,14.71875,6.456553936004639,23328400
1993-10-01,14.6875,14.6875,13.46875,14.34375,6.29205846786499,32946800
