Date,Open,High,Low,Close,Adj Close,Volume
2021-07-01,42.70000076293945,53.970001220703125,38.380001068115234,49.43000030517578,45.768314361572266,18343400
2021-08-01,51.900001525878906,65.69999694824219,44.66999816894531,46.470001220703125,43.02759552001953,15294800
2021-09-01,46.2599983215332,49.650001525878906,39.560001373291016,41.04999923706055,38.00909423828125,10649100
2021-10-01,40.95000076293945,45.63999938964844,37.34700012207031,44.689998626708984,41.379451751708984,5758700
2021-11-01,45.0,54.189998626708984,30.639999389648438,31.760000228881836,29.40727996826172,9582200
2021-12-01,31.950000762939453,35.08000183105469,24.020000457763672,31.3700008392334,29.046173095703125,18420200
2022-01-01,31.520000457763672,32.880001068115234,19.18000030517578,24.690000534057617,22.861013412475586,17828900
2022-02-01,25.030000686645508,30.959999084472656,22.959999084472656,26.93000030517578,24.935073852539062,12486900
2022-03-01,26.790000915527344,27.59000015258789,18.790000915527344,26.8799991607666,24.888782501220703,30959200
2022-04-01,26.920000076293945,32.61000061035156,26.1200008392334,30.420000076293945,28.16654396057129,14434300
2022-05-01,30.530000686645508,34.79999923706055,22.889999389648438,27.440000534057617,25.407297134399414,26860000
2022-06-01,27.739999771118164,30.100000381469727,18.940000534057617,20.0,18.5184383392334,36550900
2022-07-01,19.729999542236328,25.485000610351562,19.280000686645508,25.31999969482422,23.44434356689453,15045500
2022-08-01,24.90999984741211,30.75,22.729999542236328,22.940000534057617,21.24064826965332,21395600
2022-09-01,22.690000534057617,26.594999313354492,22.100000381469727,22.860000610351562,21.16657829284668,26561100
2022-10-01,23.170000076293945,27.649999618530273,22.479999542236328,27.020000457763672,25.018409729003906,14412800
2022-11-01,27.700000762939453,33.13999938964844,22.459999084472656,31.079999923706055,28.77765464782715,23491500
2022-12-01,30.719999313354492,33.70000076293945,26.30500030517578,27.43000030517578,25.599735260009766,18751900
2023-01-01,27.719999313354492,31.510000228881836,25.530000686645508,31.389999389648438,29.295503616333008,23282800
2023-02-01,31.540000915527344,35.0,27.860000610351562,30.739999771118164,28.68887710571289,24143100
2023-03-01,32.70000076293945,32.72999954223633,22.670000076293945,26.170000076293945,24.423809051513672,35700300
2023-04-01,26.010000228881836,27.93000030517578,23.450000762939453,24.190000534057617,22.575927734375,17204100
2023-05-01,24.149999618530273,27.729999542236328,23.049999237060547,24.709999084472656,23.061227798461914,32104200
2023-06-01,24.459999084472656,25.350000381469727,22.530000686645508,23.170000076293945,21.799644470214844,28800100
2023-07-01,23.09000015258789,26.06999969482422,21.93899917602539,23.709999084472656,22.307708740234375,24698500
2023-08-01,23.469999313354492,27.75,21.459999084472656,21.739999771118164,20.454221725463867,31360600
2023-09-01,21.959999084472656,22.1299991607666,17.774999618530273,19.040000915527344,17.969078063964844,21520800
2023-10-01,18.950000762939453,19.040000915527344,15.279999732971191,16.81999969482422,15.873942375183105,25708500
2023-11-01,16.75,21.690000534057617,16.280000686645508,21.329999923706055,20.130273818969727,30083400
2023-12-01,21.290000915527344,24.209999084472656,20.420000076293945,20.649999618530273,20.125856399536133,19793800
2024-01-01,20.3700008392334,22.56999969482422,18.989999771118164,19.030000686645508,18.54697608947754,25791800
2024-02-01,19.100000381469727,20.84000015258789,17.459999084472656,19.25,18.76139259338379,34513700
2024-03-01,19.190000534057617,21.8799991607666,18.170000076293945,21.270000457763672,20.83371353149414,34524200
2024-04-01,21.18000030517578,21.28499984741211,17.0,17.469999313354492,17.374534606933594,30896000
2024-05-01,17.399999618530273,19.0,16.049999237060547,16.889999389648438,16.797704696655273,42140000
2024-06-01,17.030000686645508,19.099000930786133,16.899999618530273,18.709999084472656,18.607757568359375,22230300
2024-07-01,18.700000762939453,18.90999984741211,18.43000030517578,18.510000228881836,18.510000228881836,892879
