Date,Open,High,Low,Close,Adj Close,Volume
1985-01-01,3.146862030029297,3.4339449405670166,3.080612897872925,3.3235280513763428,1.1668635606765747,14974021
1985-02-01,3.3235280513763428,3.6216518878936768,3.2793619632720947,3.5001940727233887,1.2288897037506104,10278157
1985-03-01,3.5001940727233887,3.5333189964294434,3.3014450073242188,3.411860942840576,1.1978769302368164,5222285
1985-04-01,3.411860942840576,3.8204009532928467,3.3235280513763428,3.665818929672241,1.2870396375656128,6130214
1985-05-01,3.665818929672241,3.8756089210510254,3.4891529083251953,3.8314430713653564,1.3451896905899048,8358147
1985-06-01,3.8314430713653564,4.11852502822876,3.8314430713653564,3.9308180809020996,1.380078911781311,6097382
1985-07-01,3.9308180809020996,4.383523941040039,3.7541520595550537,3.8204009532928467,1.3413116931915283,11268725
1985-08-01,3.8204009532928467,4.1516499519348145,3.643734931945801,3.698944091796875,1.298669457435608,14518927
1985-09-01,3.698944091796875,3.8093600273132324,3.4339449405670166,3.467068910598755,1.217259407043457,6695124
1985-10-01,3.467068910598755,3.8535261154174805,3.4560279846191406,3.8314430713653564,1.3451896905899048,10146833
1985-11-01,3.8314430713653564,4.05227518081665,3.8314430713653564,3.963942050933838,1.391707420349121,13589489
1985-12-01,3.963942050933838,4.626440048217773,3.9308180809020996,4.538106918334961,1.5932928323745728,19064227
1986-01-01,4.538106918334961,4.814146995544434,4.350399017333984,4.549148082733154,1.5971695184707642,16869125
1986-02-01,4.549148082733154,5.3110198974609375,4.482899188995361,5.255812168121338,1.8452731370925903,11300420
1986-03-01,5.233728885650635,5.829977035522461,5.1453962326049805,5.7858099937438965,2.031351327896118,19939324
1986-04-01,5.7858099937438965,6.117059230804443,5.421436786651611,5.741643905639648,2.01584529876709,9390604
1986-05-01,5.741643905639648,5.940392971038818,5.642269134521484,5.841018199920654,2.050733804702759,8067203
1986-06-01,5.841018199920654,5.852059841156006,5.41039514541626,5.620185852050781,1.9732011556625366,18799322
1986-07-01,5.620185852050781,5.918310165405273,5.277895927429199,5.664351940155029,1.9887083768844604,14447604
1986-08-01,5.642269134521484,6.194349765777588,5.4435200691223145,5.962475776672363,2.093377113342285,4668697
1986-09-01,5.962475776672363,5.995601177215576,5.01289701461792,5.034979820251465,1.7677416801452637,18655547
1986-10-01,5.034979820251465,5.277895927429199,5.00185489654541,5.21164608001709,1.8297659158706665,12314764
1986-11-01,5.21164608001709,5.4159159660339355,4.919043064117432,5.068105220794678,1.7793701887130737,4629833
1986-12-01,5.068105220794678,5.64778995513916,5.068105220794678,5.150917053222656,1.8084455728530884,13914774
1987-01-01,5.184041976928711,5.598103046417236,5.184041976928711,5.250290870666504,1.8433358669281006,13586468
1987-02-01,5.250290870666504,5.465602874755859,5.101230144500732,5.299979209899902,1.8607796430587769,8298147
1987-03-01,5.333104133605957,5.763727188110352,5.250290870666504,5.730601787567139,2.0119681358337402,18720076
1987-04-01,5.7140398025512695,5.747165203094482,5.084667205810547,5.366229057312012,1.8840386867523193,12483824
1987-05-01,5.366229057312012,5.564978122711182,5.167479038238525,5.3165411949157715,1.8665941953659058,6544177
1987-06-01,5.299979209899902,6.0618510246276855,5.233728885650635,5.763727188110352,2.0235984325408936,16840070
1987-07-01,5.763727188110352,5.829977035522461,5.39935302734375,5.564978122711182,1.9538198709487915,11660422
1987-08-01,5.564978122711182,6.078413009643555,5.465602874755859,5.763727188110352,2.0235984325408936,11427213
