Date,Open,High,Low,Close,Adj Close,Volume
1998-07-01,0.25,0.38541701436042786,0.24739600718021393,0.33333298563957214,0.30266842246055603,148094400
1998-08-01,0.328125,0.40885400772094727,0.25,0.25,0.22700144350528717,85809600
1998-09-01,0.2578130066394806,0.34635400772094727,0.24088500440120697,0.32291701436042786,0.2932106554508209,45907200
1998-10-01,0.31770798563957214,0.5026040077209473,0.14583300054073334,0.4648439884185791,0.4220810830593109,144696000
1998-11-01,0.48697900772094727,0.5,0.36979201436042786,0.45052099227905273,0.4090758264064789,78499200
1998-12-01,0.45052099227905273,0.6979169845581055,0.43229201436042786,0.6328129768371582,0.574597954750061,111595200
1999-01-01,0.6380209922790527,0.8645830154418945,0.546875,0.8098959922790527,0.7353904843330383,63081600
1999-02-01,0.8255209922790527,1.0,0.7552080154418945,0.8958330154418945,0.8134218454360962,105028800
1999-03-01,0.8919270038604736,0.8932290077209473,0.48958298563957214,0.578125,0.5249409675598145,235924800
1999-04-01,0.5807290077209473,0.5820310115814209,0.40625,0.46744799613952637,0.42444556951522827,81763200
1999-05-01,0.46875,0.6497399806976318,0.40104201436042786,0.5234379768371582,0.4752849042415619,61574400
1999-06-01,0.5208330154418945,0.5794270038604736,0.45833298563957214,0.5429689884185791,0.493019163608551,35400000
1999-07-01,0.5423179864883423,0.6302080154418945,0.42447900772094727,0.5598959922790527,0.508388876914978,90993600
1999-08-01,0.5559899806976318,0.5651040077209473,0.46614599227905273,0.5026040077209473,0.45636746287345886,23510400
1999-09-01,0.5026040077209473,0.6822919845581055,0.4453130066394806,0.6588540077209473,0.5982433557510376,77016000
1999-10-01,0.6666669845581055,0.9895830154418945,0.5338540077209473,0.9570310115814209,0.8689898252487183,119102400
1999-11-01,0.9726560115814209,1.2877600193023682,0.9583330154418945,1.2486979961395264,1.1338253021240234,90542400
1999-12-01,1.191406011581421,2.5208330154418945,1.191406011581421,2.277343988418579,2.0678420066833496,89798400
2000-01-01,2.296875,2.3125,1.5208330154418945,1.5677080154418945,1.4234882593154907,41150400
2000-02-01,1.6536459922790527,2.8098959922790527,1.5833330154418945,2.273437976837158,2.0642950534820557,69062400
2000-03-01,2.2916669845581055,3.0052080154418945,1.8763020038604736,2.6041669845581055,2.3645997047424316,80769600
2000-04-01,2.5455729961395264,2.6041669845581055,1.0104169845581055,1.9114580154418945,1.7356152534484863,39590400
2000-05-01,2.0130209922790527,2.7083330154418945,1.9453129768371582,2.3333330154418945,2.118680477142334,37569600
2000-06-01,2.2864580154418945,2.5,1.3541669845581055,1.3828129768371582,1.2556023597717285,52401600
2000-07-01,1.3854169845581055,2.0416669845581055,1.2890629768371582,1.7135419845581055,1.5559065341949463,58156800
2000-08-01,1.7083330154418945,1.933593988418579,1.6354169845581055,1.78125,1.6173855066299438,19068000
2000-09-01,1.7916669845581055,1.8020830154418945,1.3125,1.625,1.4755096435546875,51067200
2000-10-01,1.6171879768371582,1.7083330154418945,1.390625,1.7083330154418945,1.5511767864227295,46860000
2000-11-01,1.6770830154418945,1.875,1.4947919845581055,1.5416669845581055,1.3998430967330933,52744800
2000-12-01,1.546875,1.8489580154418945,1.203125,1.5130209922790527,1.3738325834274292,46077600
2001-01-01,1.519531011581421,2.2395830154418945,1.3125,2.0520830154418945,1.8633036613464355,31624800
2001-02-01,2.0286459922790527,2.0807290077209473,1.6015629768371582,1.75,1.58901047706604,23839200
2001-03-01,1.7395830154418945,1.7708330154418945,1.1588540077209473,1.2526040077209473,1.1373721361160278,53872800
2001-04-01,1.2526040077209473,1.9833329916000366,1.1604169607162476,1.761667013168335,1.5996040105819702,85197600
2001-05-01,1.7583329677581787,1.8854169845581055,1.6104170083999634,1.7004170417785645,1.5439889430999756,27564000
2001-06-01,1.7062499523162842,1.8666670322418213,1.5420830249786377,1.7687499523162842,1.6060353517532349,38404800
2001-07-01,1.756250023841858,1.9187500476837158,1.588333010673523,1.84375,1.6741361618041992,52178400
2001-08-01,1.84375,1.9104169607162476,1.6479170322418213,1.7620830535888672,1.599981665611267,34596000
2001-09-01,1.7620830535888672,1.7620830535888672,0.7604169845581055,0.9333329796791077,0.8474719524383545,73238400
2001-10-01,0.9375,1.3224999904632568,0.737500011920929,1.175832986831665,1.067663311958313,85360800
2001-11-01,1.1762499809265137,1.4629169702529907,1.1008330583572388,1.3337500095367432,1.2110532522201538,30480000
2001-12-01,1.341249942779541,1.8879170417785645,1.3354170322418213,1.7074999809265137,1.5504202842712402,52413600
2002-01-01,1.7050000429153442,1.7379169464111328,1.3520829677581787,1.5295829772949219,1.3888705968856812,78868800
